,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
1010,111/05/16,"29,001,742","1,546,186,042",54.60,54.60,52.70,53.20,-1.10,"13,696"
1011,111/05/17,"32,272,144","1,702,486,872",53.40,53.50,52.50,52.60,-0.60,"12,608"
1012,111/05/18,"36,578,838","1,968,474,771",52.60,54.60,52.50,54.10,+1.50,"13,921"
1013,111/05/19,"25,151,385","1,328,711,629",53.00,53.20,52.60,52.70,-1.40,"8,915"
1014,111/05/20,"16,616,260","882,350,359",53.40,53.50,52.80,52.90,+0.20,"6,119"
1015,111/05/23,"21,637,125","1,134,276,250",53.40,53.40,52.00,52.30,-0.60,"9,219"
1016,111/05/24,"27,915,216","1,458,532,238",52.60,53.00,52.00,52.00,-0.30,"10,784"
1017,111/05/25,"43,304,061","2,218,895,360",52.00,52.10,50.70,51.40,-0.60,"19,381"
1018,111/05/26,"34,287,334","1,775,925,786",51.70,52.50,51.30,51.50,+0.10,"11,460"
1019,111/05/27,"30,244,269","1,586,958,625",52.00,53.00,51.90,52.60,+1.10,"9,453"
1020,111/05/30,"33,648,819","1,810,461,028",53.20,54.20,53.10,54.00,+1.40,"10,387"
1021,111/06/01,"27,258,002","1,494,474,134",54.90,55.20,54.30,54.70,-1.00,"10,917"
1022,111/06/02,"18,013,804","979,643,785",54.30,54.70,53.80,54.50,-0.20,"6,372"
1023,111/06/06,"13,805,651","752,934,258",54.30,55.00,54.00,54.80,+0.30,"5,638"
1024,111/06/07,"16,983,026","929,630,867",54.70,55.20,54.30,54.80, 0.00,"6,288"
1025,111/06/08,"14,730,607","808,299,710",55.20,55.20,54.70,54.80, 0.00,"5,775"
1026,111/06/09,"15,241,646","834,936,361",54.60,55.00,54.40,54.80, 0.00,"4,251"
1027,111/06/10,"11,053,601","604,165,699",54.40,54.90,54.10,54.80, 0.00,"4,095"
1028,111/06/13,"22,350,617","1,195,985,335",53.60,54.00,53.10,53.80,-1.00,"8,135"
1029,111/06/14,"17,186,182","919,737,505",53.60,53.90,53.20,53.40,-0.40,"7,089"
1030,111/06/15,"16,502,122","884,952,855",53.40,54.00,53.30,53.60,+0.20,"6,967"
1031,111/06/16,"17,485,097","943,779,377",54.20,54.60,53.60,53.70,+0.10,"5,136"
1032,111/06/17,"29,931,786","1,587,705,025",52.80,53.50,52.70,53.00,-0.70,"8,929"
1033,111/06/20,"28,996,858","1,519,111,817",53.00,54.00,51.40,51.80,-1.20,"9,744"
1034,111/06/21,"38,502,889","2,075,786,927",52.70,54.80,52.40,54.20,+2.40,"10,347"
1035,111/06/22,"20,355,584","1,087,765,108",54.00,54.50,53.00,53.00,-1.20,"11,854"
1036,111/06/23,"23,604,636","1,247,394,412",53.00,53.40,52.40,53.00, 0.00,"6,511"
1037,111/06/24,"14,341,096","768,717,865",53.90,53.90,53.20,53.40,+0.40,"6,248"
1038,111/06/27,"14,992,400","806,222,816",53.80,54.20,53.50,53.50,+0.10,"7,813"
1039,111/06/28,"16,819,918","902,655,432",53.40,53.90,53.30,53.80,+0.30,"4,116"
1040,111/06/29,"32,579,622","1,715,139,321",52.50,53.10,52.40,52.80,-1.00,"8,499"
1041,111/07/01,"54,081,274","2,710,916,007",51.00,51.20,49.70,49.70,-1.20,"16,847"
1042,111/07/04,"75,808,829","3,465,078,628",45.50,46.20,45.00,45.50,X0.00,"19,838"
1043,111/07/05,"33,413,255","1,555,549,895",46.65,47.40,45.85,46.75,+1.25,"10,419"
1044,111/07/06,"33,304,407","1,510,182,092",46.75,46.75,44.80,44.95,-1.80,"16,913"
1045,111/07/07,"40,009,811","1,794,746,724",45.15,45.45,44.20,45.05,+0.10,"13,663"
1046,111/07/08,"25,971,498","1,168,776,140",45.40,45.80,44.55,44.80,-0.25,"10,394"
1047,111/07/11,"11,637,835","524,269,721",45.05,45.25,44.80,45.05,+0.25,"5,010"
1048,111/07/12,"21,404,159","942,494,818",44.60,44.70,43.80,43.80,-1.25,"10,196"
1049,111/07/13,"21,785,524","989,328,889",45.05,45.80,45.05,45.50,+1.70,"8,864"
1050,111/07/14,"16,108,353","727,306,895",45.10,45.50,44.80,45.00,-0.50,"9,544"
1051,111/07/15,"23,433,552","1,038,213,874",44.70,44.70,44.10,44.15,-0.85,"10,496"
1052,111/07/18,"21,050,108","948,131,118",44.50,45.35,44.40,45.20,+1.05,"7,348"
1053,111/07/19,"15,606,169","701,376,416",44.85,45.10,44.70,44.95,-0.25,"6,601"
1054,111/07/20,"21,445,837","971,480,827",45.60,45.95,44.85,44.90,-0.05,"10,744"
1055,111/07/21,"23,519,344","1,050,337,403",44.80,45.10,44.20,45.05,+0.15,"10,143"
1056,111/07/22,"27,328,484","1,229,906,056",45.70,45.70,44.70,45.00,-0.05,"10,886"
1057,111/07/25,"13,368,904","606,953,603",44.90,45.60,44.75,45.55,+0.55,"6,819"
1058,111/07/26,"11,435,877","520,824,638",45.50,45.80,45.20,45.60,+0.05,"6,738"
1059,111/07/27,"13,315,924","601,293,092",45.60,45.60,45.00,45.25,-0.35,"4,905"
1060,111/07/28,"15,318,787","698,857,520",45.55,45.80,45.40,45.80,+0.55,"7,024"
1061,111/08/01,"16,105,660","730,393,409",45.50,45.55,45.20,45.45,-0.05,"6,359"
1062,111/08/02,"34,618,855","1,550,291,378",44.90,45.30,44.55,44.85,-0.60,"12,182"
1063,111/08/03,"12,168,256","544,682,924",44.70,44.95,44.50,44.95,+0.10,"6,155"
1064,111/08/04,"12,557,089","563,170,411",44.95,45.05,44.65,44.85,-0.10,"6,000"
1065,111/08/05,"20,223,360","922,852,110",45.40,45.80,45.30,45.75,+0.90,"6,412"
1066,111/08/08,"15,657,726","719,071,792",45.40,46.25,45.25,46.15,+0.40,"6,592"
1067,111/08/09,"13,918,378","642,594,285",46.20,46.45,45.90,46.10,-0.05,"6,926"
1068,111/08/10,"14,739,395","680,856,888",45.90,46.40,45.75,46.40,+0.30,"6,633"
1069,111/08/11,"22,701,234","1,066,476,703",46.50,47.30,46.50,47.20,+0.80,"8,480"
1070,111/08/12,"11,499,536","542,795,751",47.20,47.40,47.00,47.25,+0.05,"6,621"
1071,111/08/15,"10,242,133","484,614,067",47.50,47.55,47.15,47.30,+0.05,"5,504"
1072,111/08/16,"12,321,302","581,262,781",47.35,47.40,47.10,47.10,-0.20,"6,027"
1073,111/08/17,"18,349,084","866,911,713",47.15,47.45,47.05,47.45,+0.35,"7,659"
1074,111/08/18,"10,887,315","513,295,365",47.30,47.35,47.05,47.25,-0.20,"4,499"
1075,111/08/19,"10,091,828","477,582,791",47.10,47.50,47.10,47.50,+0.25,"3,130"
1076,111/08/22,"14,848,414","697,425,071",47.10,47.20,46.85,46.85,-0.65,"6,922"
1077,111/08/23,"13,588,823","630,281,976",46.55,46.60,46.30,46.35,-0.50,"6,579"
1078,111/08/24,"11,091,220","514,063,062",46.45,46.70,46.20,46.35, 0.00,"4,691"
1079,111/08/25,"11,406,200","531,437,861",46.35,46.85,46.35,46.55,+0.20,"4,663"
1080,111/08/26,"10,512,600","492,174,360",46.85,47.00,46.65,46.75,+0.20,"4,390"
1081,111/08/29,"24,548,064","1,118,259,162",45.40,45.75,45.20,45.60,-1.15,"11,215"
1082,111/08/30,"60,891,216","2,717,389,638",45.10,45.25,44.35,44.45,-1.15,"32,593"
1083,111/09/01,"28,340,215","1,254,588,449",44.10,44.65,44.00,44.55, 0.00,"10,237"
1084,111/09/02,"25,940,795","1,144,583,601",44.35,44.40,44.05,44.05,-0.50,"9,755"
1085,111/09/05,"18,819,262","829,168,673",44.05,44.35,43.90,44.05, 0.00,"8,081"
1086,111/09/06,"14,669,693","649,683,439",44.20,44.60,44.10,44.25,+0.20,"6,238"
1087,111/09/07,"39,081,162","1,694,430,736",44.00,44.00,43.10,43.15,-1.10,"20,149"
1088,111/09/08,"27,268,507","1,176,717,892",43.35,43.45,43.05,43.15, 0.00,"11,559"
1089,111/09/12,"30,799,019","1,351,063,512",43.85,44.10,43.60,44.05,+0.90,"9,375"
1090,111/09/13,"32,277,515","1,417,014,818",44.10,44.20,43.65,43.65,-0.40,"13,815"
1091,111/09/14,"39,001,825","1,668,311,091",42.65,43.00,42.55,42.85,-0.80,"16,499"
1092,111/09/15,"23,798,782","1,024,987,142",42.90,43.45,42.65,43.10,+0.25,"7,831"
1093,111/09/16,"29,383,628","1,257,326,618",42.70,43.05,42.60,42.80,-0.30,"7,992"
1094,111/09/19,"14,722,754","630,485,937",42.95,43.00,42.65,42.75,-0.05,"6,713"
1095,111/09/20,"12,949,947","557,863,866",43.05,43.25,42.95,43.05,+0.30,"4,895"
1096,111/09/21,"16,398,660","700,058,881",43.05,43.05,42.50,42.55,-0.50,"10,018"
1097,111/09/22,"38,703,849","1,610,022,887",42.05,42.05,41.30,41.65,-0.90,"15,399"
1098,111/09/23,"15,179,853","636,914,963",41.55,42.20,41.55,42.10,+0.45,"6,177"
1099,111/09/26,"25,995,041","1,077,934,698",41.80,42.10,41.15,41.50,-0.60,"11,847"
1100,111/09/27,"24,781,038","1,018,731,465",41.60,41.80,40.95,40.95,-0.55,"10,862"
1101,111/09/28,"44,126,817","1,767,305,138",41.10,41.15,39.80,39.80,-1.15,"25,086"
1102,111/09/29,"32,934,928","1,317,090,787",40.20,40.30,39.75,40.15,+0.35,"11,126"
1103,111/10/03,"26,806,861","1,048,703,661",39.40,39.45,39.00,39.00,-0.95,"14,746"
1104,111/10/04,"29,191,845","1,146,991,583",39.45,39.65,38.90,39.55,+0.55,"10,981"
1105,111/10/05,"37,319,116","1,520,907,705",40.25,41.35,40.20,40.75,+1.20,"14,840"
1106,111/10/06,"15,653,114","638,218,771",41.20,41.20,40.55,40.80,+0.05,"6,778"
1107,111/10/07,"18,248,293","734,189,368",40.75,40.90,40.35,40.50,-0.30,"5,429"
1108,111/10/11,"58,570,988","2,290,430,798",39.70,39.95,39.35,39.60,-0.90,"11,583"
1109,111/10/12,"22,257,007","879,692,723",39.60,39.90,39.10,39.55,-0.05,"9,377"
1110,111/10/13,"79,987,118","3,038,130,264",39.15,39.35,37.40,37.45,-2.10,"44,904"
1111,111/10/14,"37,687,710","1,430,800,318",38.15,38.50,37.65,37.65,+0.20,"14,178"
1112,111/10/17,"32,929,430","1,230,317,412",37.50,38.00,36.85,37.65, 0.00,"17,610"
1113,111/10/18,"26,375,458","1,001,244,540",37.95,38.30,37.50,38.15,+0.50,"10,388"
1114,111/10/19,"25,732,909","983,494,761",38.15,38.50,37.95,38.30,+0.15,"9,643"
1115,111/10/20,"31,535,251","1,186,786,978",37.40,38.10,37.10,37.85,-0.45,"15,390"
1116,111/10/21,"52,217,362","1,918,188,454",37.30,37.30,36.25,36.55,-1.30,"26,224"
1117,111/10/24,"22,657,459","839,278,013",37.00,37.40,36.85,37.00,+0.45,"8,183"
1118,111/10/25,"23,025,372","858,770,057",37.30,37.65,37.00,37.50,+0.50,"8,509"
1119,111/10/26,"30,897,488","1,183,468,876",37.90,38.75,37.65,38.50,+1.00,"12,696"
1120,111/10/27,"26,311,821","1,018,280,676",38.70,39.10,38.50,38.50, 0.00,"9,788"
1121,111/10/28,"25,642,258","981,110,387",38.55,38.60,38.00,38.25,-0.25,"8,644"
1122,111/11/01,"14,063,537","534,254,959",37.80,38.15,37.60,38.10,+0.30,"5,787"
1123,111/11/02,"16,770,583","641,438,559",37.80,38.50,37.70,38.50,+0.40,"5,937"
1124,111/11/03,"19,755,599","762,149,183",38.00,38.85,37.95,38.85,+0.35,"6,552"
1125,111/11/04,"14,524,024","562,448,782",38.55,38.95,38.40,38.95,+0.10,"6,035"
1126,111/11/07,"16,157,126","635,682,502",39.25,39.55,39.05,39.55,+0.60,"7,336"
1127,111/11/08,"17,752,785","704,343,622",39.75,39.90,39.40,39.70,+0.15,"8,192"
1128,111/11/09,"22,078,082","883,091,058",39.80,40.15,39.55,40.15,+0.45,"9,157"
1129,111/11/10,"20,702,930","822,113,301",39.95,40.00,39.55,39.65,-0.50,"8,158"
1130,111/11/11,"59,745,642","2,482,569,514",40.80,42.00,40.70,41.90,+2.25,"22,071"
1131,111/11/14,"40,426,021","1,692,788,950",42.00,42.10,41.60,41.75,-0.15,"16,730"
1132,111/11/15,"27,600,630","1,162,880,680",41.75,42.45,41.55,42.40,+0.65,"11,582"
1133,111/11/16,"23,746,918","996,555,741",42.30,42.40,41.60,41.70,-0.70,"11,510"
1134,111/11/17,"15,584,860","644,874,315",41.70,41.70,41.10,41.55,-0.15,"6,329"
1135,111/11/18,"14,146,780","592,305,388",41.50,42.25,41.40,41.90,+0.35,"6,462"
1136,111/11/21,"18,971,408","796,788,025",41.90,42.20,41.55,42.10,+0.20,"8,120"
1137,111/11/22,"23,297,047","976,328,539",41.85,42.20,41.30,42.20,+0.10,"9,025"
1138,111/11/23,"21,220,819","904,273,153",42.35,42.80,42.10,42.75,+0.55,"9,196"
1139,111/11/24,"21,398,739","914,105,468",42.90,42.95,42.55,42.55,-0.20,"7,872"
1140,111/11/25,"23,692,538","1,011,572,240",42.55,43.00,42.45,42.55, 0.00,"7,457"
1141,111/11/28,"24,315,526","1,023,068,492",42.20,42.45,41.70,42.00,-0.55,"8,932"
1142,111/11/29,"49,106,844","2,095,083,776",41.75,43.45,41.35,43.45,+1.45,"16,189"
1143,111/12/01,"49,865,769","2,196,403,679",44.05,44.50,43.75,44.15,+0.60,"14,114"
1144,111/12/02,"33,156,714","1,457,370,801",43.90,44.30,43.75,44.00,-0.15,"12,655"
1145,111/12/05,"49,252,970","2,113,699,578",43.25,43.25,42.75,42.85,X0.00,"19,572"
1146,111/12/06,"39,675,523","1,658,544,699",42.60,42.65,41.40,41.40,-1.45,"23,336"
1147,111/12/07,"32,120,950","1,335,607,722",41.40,42.10,41.25,41.40, 0.00,"11,363"
1148,111/12/08,"29,765,268","1,218,776,443",41.20,41.45,40.70,40.75,-0.65,"13,765"
1149,111/12/09,"26,745,816","1,097,705,904",41.10,41.40,40.80,41.10,+0.35,"9,071"
1150,111/12/12,"33,949,558","1,380,193,071",40.90,41.15,40.15,41.00,-0.10,"11,971"
1151,111/12/13,"21,769,329","891,978,493",41.00,41.35,40.80,40.95,-0.05,"5,999"
1152,111/12/14,"18,207,326","745,709,293",40.95,41.20,40.80,40.90,-0.05,"6,106"
1153,111/12/15,"20,002,544","811,337,740",40.80,40.80,40.35,40.60,-0.30,"10,036"
1154,111/12/16,"35,454,139","1,426,436,500",40.10,40.50,40.05,40.20,-0.40,"10,933"
1155,111/12/19,"22,037,150","884,250,251",40.10,40.60,40.05,40.15,-0.05,"7,791"
1156,111/12/20,"32,549,548","1,305,095,139",40.10,40.25,39.90,40.15, 0.00,"11,973"
1157,111/12/21,"18,449,393","738,129,608",39.95,40.15,39.85,40.00,-0.15,"8,163"
1158,111/12/22,"19,181,690","771,036,762",40.05,40.40,39.95,40.40,+0.40,"8,078"
1159,111/12/23,"33,981,856","1,394,661,319",40.35,41.50,40.30,41.15,+0.75,"11,977"
1160,111/12/26,"9,586,592","393,247,390",41.15,41.20,40.90,41.00,-0.15,"6,587"
1161,111/12/27,"8,308,875","342,093,701",41.00,41.30,41.00,41.15,+0.15,"3,643"
1162,111/12/28,"16,443,155","671,402,908",40.85,41.10,40.60,40.65,-0.50,"7,086"
1163,111/12/29,"17,280,672","695,331,374",40.50,40.60,40.05,40.10,-0.55,"8,090"
